trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.7, 'e': 0.024760055390093627}",25,16,13.970048499448225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.7, 'e': 0.02451245483619269}",20,1,34.410984860388865,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.7, 'e': 0.024267330287830763}",25,1,31.824987847860612,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.7, 'e': 0.024024656984952455}",20,12,14.803884465237001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.7, 'e': 0.02378441041510293}",35,5,46.82837344136449,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.7, 'e': 0.0235465663109519}",20,8,9.017124012418748,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.7, 'e': 0.02331110064784238}",30,15,27.228086402265056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.7, 'e': 0.02307798964136396}",20,0,28.798490665376054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.7, 'e': 0.022847209744950317}",20,12,15.862274115715717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.7, 'e': 0.022618737647500813}",30,17,-17.51085891679889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.7, 'e': 0.022392550271025807}",20,10,15.914611800904105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.7, 'e': 0.022168624768315548}",30,17,24.361615218316867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.7, 'e': 0.021946938520632394}",25,0,42.61994474130029,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.7, 'e': 0.02172746913542607}",20,4,25.176321892320665,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.7, 'e': 0.021510194444071807}",20,10,16.105782325373095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.7, 'e': 0.021295092499631088}",25,0,37.98328359207478,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.7, 'e': 0.02108214157463478}",20,0,29.77753796044848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7, 'e': 0.02087132015888843}",20,16,8.370337568586855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.7, 'e': 0.020662606957299545}",25,15,16.51681318100224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.7, 'e': 0.02045598088772655}",30,17,23.92156399149825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.7, 'e': 0.020251421078849283}",30,12,21.96687213395748,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.7, 'e': 0.02004890686806079}",20,13,11.245285574247815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.7, 'e': 0.019848417799380184}",20,12,13.395813346275975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.7, 'e': 0.01964993362138638}",20,15,8.676859319919766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.7, 'e': 0.019453434285172516}",25,16,16.907827846686168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.7, 'e': 0.01925889994232079}",30,8,38.573841189965904,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.7, 'e': 0.019066310942897582}",20,0,23.202504242194173,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.7, 'e': 0.01887564783346861}",25,13,21.425356289756632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.7, 'e': 0.018686891355133923}",25,14,21.681907267951527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.7, 'e': 0.01850002244158258}",30,16,28.333363702555218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.7, 'e': 0.018315022217166757}",35,21,27.049584885449626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.7, 'e': 0.018131871994995087}",25,20,9.31525318731794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.7, 'e': 0.017950553275045137}",35,18,32.83621238561582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.7, 'e': 0.017771047742294686}",20,12,15.004086537484348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.7, 'e': 0.01759333726487174}",30,15,31.200478247396532,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.7, 'e': 0.017417403892223023}",20,3,27.74666456072222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.7, 'e': 0.01724322985330079}",30,21,13.616319435560126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.7, 'e': 0.017070797554767782}",20,9,21.325020980631194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.7, 'e': 0.016900089579220106}",20,8,19.995711262262393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.7, 'e': 0.016731088683427903}",20,8,16.833417954585236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.7, 'e': 0.016563777796593626}",25,18,15.119867739301487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.7, 'e': 0.016398140018627688}",20,9,19.826061381325086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.7, 'e': 0.01623415861844141}",35,24,17.621703139021427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.7, 'e': 0.016071817032256998}",20,13,13.422103796009136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.7, 'e': 0.015911098861934425}",20,13,13.016862357704476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.7, 'e': 0.015751987873315082}",35,18,21.17272303138062,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.7, 'e': 0.015594467994581931}",20,14,10.658452662609951,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.7, 'e': 0.015438523314636111}",25,11,21.595659044538483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.7, 'e': 0.01528413808148975}",25,13,23.14590094589605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.7, 'e': 0.015131296700674854}",35,12,34.32083320349963,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.7, 'e': 0.014979983733668104}",25,17,19.043095786934572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.7, 'e': 0.014830183896331423}",20,7,-18.578748443429028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.7, 'e': 0.014681882057368109}",25,20,11.053443575841762,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.7, 'e': 0.014535063236794427}",25,19,12.096283014842157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.7, 'e': 0.014389712604426484}",20,15,11.237840035742506,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7, 'e': 0.014245815478382218}",25,11,21.619267684614712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 0.014103357323598397}",20,14,10.17785412497593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.7, 'e': 0.013962323750362412}",25,13,26.433314111668135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.7, 'e': 0.013822700512858787}",20,15,0.992976385440884,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.7, 'e': 0.013684473507730199}",25,18,14.598753495331525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.7, 'e': 0.013547628772652897}",25,17,14.200716453645171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.7, 'e': 0.013412152484926368}",20,12,15.164590148775838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.7, 'e': 0.013278030960077104}",20,10,18.127946640320946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.7, 'e': 0.013145250650476333}",30,10,9.763922208770552,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.7, 'e': 0.01301379814397157}",20,11,17.313747144251977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.7, 'e': 0.012883660162531854}",20,8,19.729588166785234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.7, 'e': 0.012754823560906535}",25,8,31.046138377844212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7, 'e': 0.01262727532529747}",30,11,35.158876367769054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.7, 'e': 0.012501002572044496}",25,5,12.148695950455718,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.7, 'e': 0.01237599254632405}",25,12,26.833585092330033,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7, 'e': 0.012252232620860809}",25,14,18.291002882938606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7, 'e': 0.012129710294652202}",20,16,8.025426041516754,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.7, 'e': 0.01200841319170568}",20,5,15.053255212968713,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.7, 'e': 0.011888329059788622}",25,14,21.51714818691056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7, 'e': 0.011769445769190735}",20,12,16.701295007945753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.7, 'e': 0.011651751311498829}",25,12,24.418794247982888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.7, 'e': 0.01153523379838384}",30,12,32.02300217986934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.7, 'e': 0.011419881460400001}",20,14,10.94038785529756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.7, 'e': 0.011305682645796001}",25,3,30.518188940609342,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7, 'e': 0.011192625819338041}",20,12,12.161456300372958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7, 'e': 0.011080699561144661}",25,0,-39.78116455333337,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
449,False,"{'a': 0.7, 'e': 0.010969892565533214}",20,7,-19.215175550173477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.7, 'e': 0.010860193639877882}",30,16,23.424866965335536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.7, 'e': 0.010751591703479103}",20,8,20.886669317891467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7, 'e': 0.010644075786444312}",25,8,29.620944426504725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.7, 'e': 0.01053763502857987}",30,23,14.497920287105785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.7, 'e': 0.01043225867829407}",20,14,11.243153636031343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.7, 'e': 0.01032793609151113}",30,12,32.728369405547404,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.7, 'e': 0.010224656730596018}",20,14,9.48576076419606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.7, 'e': 0.010122410163290057}",30,12,28.76461941996625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7, 'e': 0.010021186061657156}",20,7,25.265529561737537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.7, 'e': 0.009920974201040586}",25,8,29.74278080750189,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.7, 'e': 0.009821764459030179}",35,10,42.253355311290804,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.7, 'e': 0.009723546814439878}",20,12,12.63929888913993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.7, 'e': 0.009626311346295479}",25,9,27.085871741662082,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.7, 'e': 0.009530048232832523}",25,13,9.10416278495315,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.7, 'e': 0.009434747750504199}",20,12,14.280491261144446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.7, 'e': 0.009340400272999157}",20,12,17.45848445019451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.7, 'e': 0.009246996270269165}",20,12,15.643542756880198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.7, 'e': 0.009154526307566474}",25,10,26.129741099114028,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.7, 'e': 0.009062981044490808}",25,11,-16.983359864240022,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
469,False,"{'a': 0.7, 'e': 0.0089723512340459}",30,7,35.76790410886123,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.7, 'e': 0.00888262772170544}",25,16,14.587716365077664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.7, 'e': 0.008793801444488386}",25,9,14.758048289563153,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.7, 'e': 0.008705863430043502}",30,5,44.33492434842534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.7, 'e': 0.008618804795743068}",30,14,28.880554342968377,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.7, 'e': 0.008532616747785637}",25,9,29.28656435042896,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.7, 'e': 0.00844729058030778}",25,8,30.959390559339198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.7, 'e': 0.008362817674504702}",20,14,-1.9187959521641937,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.7, 'e': 0.008279189497759656}",20,3,29.433243323953192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.7, 'e': 0.008196397602782058}",25,3,32.063218940202475,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.7, 'e': 0.008114433626754238}",30,8,39.61399853612017,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.7, 'e': 0.008033289290486696}",25,20,11.536177268125938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.7, 'e': 0.00795295639758183}",25,11,22.644617866359212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.7, 'e': 0.00787342683360601}",25,14,23.27585689939206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.7, 'e': 0.0077946925652699495}",30,16,25.45742994070284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.7, 'e': 0.00771674563961725}",25,9,26.501304962772593,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.7, 'e': 0.007639578183221077}",20,6,25.87979650202046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.7, 'e': 0.0075631824013888665}",25,18,12.306182437883065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.7, 'e': 0.0074875505773749785}",20,8,22.815942553919776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.7, 'e': 0.007412675071601228}",20,8,25.10455000265702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.7, 'e': 0.007338548320885216}",20,7,18.112729949135705,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.7, 'e': 0.0072651628376763635}",30,0,42.14289293910062,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.7, 'e': 0.0071925112092996}",25,18,13.843239053075635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.7, 'e': 0.007120586097206604}",25,18,14.372999067820839,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.7, 'e': 0.007049380236234538}",35,26,18.002979365320343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.7, 'e': 0.006978886433872193}",20,16,7.8859823241516995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.7, 'e': 0.00690909756953347}",20,0,31.802833103090364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.7, 'e': 0.006840006593838136}",20,11,17.113334086021098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.7, 'e': 0.006771606527899755}",20,0,31.57033439316404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.7, 'e': 0.0067038904626207565}",20,16,7.61941905848767,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.7, 'e': 0.006636851557994549}",25,20,9.159393501047541,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.7, 'e': 0.006570483042414603}",25,10,23.16115916942578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.7, 'e': 0.006504778211990457}",20,13,10.863416388378726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.7, 'e': 0.006439730429870553}",20,10,16.832520846084236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.7, 'e': 0.006375333125571847}",20,8,22.0760740883221,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.7, 'e': 0.006311579794316129}",20,7,23.713965775929985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.7, 'e': 0.006248463996372967}",25,20,8.871208510567868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.7, 'e': 0.0061859793564092375}",20,15,10.480586229614195,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.7, 'e': 0.006124119562845145}",25,12,20.687959572876895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.7, 'e': 0.0060628783672166935}",20,0,33.43814171580435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.7, 'e': 0.006002249583544526}",30,13,10.20400743774872,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.7, 'e': 0.005942227087709081}",30,22,15.078852496598328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.7, 'e': 0.00588280481683199}",20,5,24.99191169310945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.7, 'e': 0.005823976768663671}",25,17,15.666559193257724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.7, 'e': 0.0057657370009770335}",20,14,11.468099983873676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.7, 'e': 0.005708079630967263}",30,13,32.28334046862957,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.7, 'e': 0.00565099883465759}",35,19,27.3851927188398,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.7, 'e': 0.005594488846311015}",20,13,13.971156598025924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.7, 'e': 0.005538543957847904}",25,14,16.84910960405364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.7, 'e': 0.005483158518269426}",20,6,27.506913556234377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.7, 'e': 0.005428326933086731}",20,5,25.189643080505437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.7, 'e': 0.005374043663755864}",25,10,24.95118193148384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.7, 'e': 0.005320303227118305}",30,4,47.014737903371966,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.7, 'e': 0.005267100194847122}",20,12,12.173524674580607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.7, 'e': 0.005214429192898651}",30,16,30.64822679006956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.7, 'e': 0.005162284900969664}",25,11,23.707666158506747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.7, 'e': 0.005110662051959968}",30,3,41.62872046095335,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.7, 'e': 0.005059555431440368}",20,12,14.157725889221386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.7, 'e': 0.005008959877125964}",20,12,16.50436998421647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.7, 'e': 0.0049588702783547045}",20,8,24.441213280761207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.7, 'e': 0.004909281575571157}",20,15,8.993725500055287,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.7, 'e': 0.0048601887598154455}",30,13,35.000489469531246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.7, 'e': 0.004811586872217291}",25,9,29.6626381844174,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.7, 'e': 0.004763471003495118}",20,0,-6.0197938377645555,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
533,False,"{'a': 0.7, 'e': 0.004715836293460167}",20,0,-14.533655019510746,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
534,False,"{'a': 0.7, 'e': 0.004668677930525565}",20,10,16.821343780339078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.7, 'e': 0.0046219911512203095}",20,10,18.296924669147717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.7, 'e': 0.004575771239708106}",20,9,21.048838694280388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.7, 'e': 0.004530013527311025}",35,25,17.1740000730152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.7, 'e': 0.004484713392037915}",20,2,34.66872782549919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.7, 'e': 0.004439866258117536}",20,13,11.252070042444133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.7, 'e': 0.004395467595536361}",20,7,24.727588149792034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.7, 'e': 0.0043515129195809965}",25,11,23.03648181143354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.7, 'e': 0.004307997790385187}",25,13,22.91638005389117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.7, 'e': 0.004264917812481335}",25,15,20.82495793550866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.7, 'e': 0.004222268634356522}",20,16,5.882278748315319,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.7, 'e': 0.004180045948012957}",30,15,29.41383483051755,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.7, 'e': 0.004138245488532827}",20,13,12.388719842833888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.7, 'e': 0.004096863033647498}",25,14,-20.69260836905382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.7, 'e': 0.0040558944033110235}",20,8,24.943378564040845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.7, 'e': 0.004015335459277913}",20,0,37.387613101290704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.7, 'e': 0.003975182104685134}",20,15,7.872389596949507,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.7, 'e': 0.003935430283638282}",20,0,26.559818109305343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.7, 'e': 0.0038960759808018995}",20,0,31.256625280215626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
